Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas,Confianza,Marcador,Resultado,Estado_Partido,Fuente_Web,Actualizado_Web_UTC
Deportivo La Coruña vs Real Sociedad B,2025-12-13 15:00:00,La Liga 2,Goles (Over/Under),Over 2.5,1.88,pinnacle,3,1.2925,0.06,2.37,2.94,1.82,pinnacle:1.88; betsson:1.8; codere_it:1.78,79.8,0-3,Acertado,,,
Strasbourg vs Lorient,2025-12-14 11:15:00,Ligue 1,Goles (Over/Under),Over 2.5,1.85,pinnacle,3,1.1519,0.06,2.54,2.83,1.79,pinnacle:1.85; betsson:1.78; codere_it:1.74,75.56,0-0,Fallido,,,
Udinese vs Napoli,2025-12-14 09:00:00,Serie A,Goles (Over/Under),Over 2.5,2.38,betsson,2,-0.1991,0.005,0.21,6.53,2.375,betsson:2.38; codere_it:2.37,74.71,1-0,Fallido,,,
Wellington Phoenix FC vs Newcastle Jets FC,2025-12-13 21:00:00,A-League,Doble Chance,X2,1.51,pinnacle,4,1.081,0.035,1.55,3.21,1.475,pinnacle:1.51; codere_it:1.48; marathonbet:1.46; betsson:1.45,74.21,1-3,Acertado,,,
Rangers vs Hibernian,2025-12-15 14:45:00,Premiership,Goles (Over/Under),Over 2.5,1.78,betsson,2,0.1632,0.005,0.28,6.68,1.775,betsson:1.78; codere_it:1.77,73.6,1-0,Fallido,Descanso,Sky Sports,2025-12-15T20:48:07+00:00
Nottingham Forest vs Tottenham Hotspur,2025-12-14 09:00:00,EPL,Goles (Over/Under),Over 2.5,2.05,pinnacle,3,1.0848,0.0567,3.02,2.83,1.9933,pinnacle:2.05; betsson:2.02; codere_it:1.91,72.92,3-0,Acertado,,,
FC Basel vs FC Lausanne-Sport,2025-12-14 10:30:00,Swiss Superleague,Goles (Over/Under),Under 3.5,1.88,pinnacle,3,1.1191,0.0267,1.11,3.19,1.8533,pinnacle:1.88; betsson:1.85; codere_it:1.83,72.85,0-0,Acertado,,,
Alavés vs Real Madrid,2025-12-14 15:00:00,La Liga,Goles (Over/Under),Over 2.5,1.75,betsson,2,0.1774,0.005,0.29,6.65,1.745,betsson:1.75; codere_it:1.74,72.81,1-2,Acertado,,,
Sunderland vs Newcastle United,2025-12-14 09:00:00,EPL,Doble Chance,X2,1.35,pinnacle,4,0.1765,0.0025,0.32,3.4,1.3475,pinnacle:1.35; marathonbet:1.35; betsson:1.35; codere_it:1.34,71.53,1-0,Fallido,,,
Auxerre vs Lille,2025-12-14 11:15:00,Ligue 1,Doble Chance,X2,1.24,pinnacle,4,0.2493,0.0075,0.35,3.49,1.2325,pinnacle:1.24; betsson:1.23; codere_it:1.23; marathonbet:1.23,70.88,3-4,Acertado,,,
Lyon vs Le Havre,2025-12-14 09:00:00,Ligue 1,Goles (Over/Under),Over 2.5,1.95,pinnacle,3,1.0194,0.07,2.64,3.1,1.88,pinnacle:1.95; betsson:1.85; codere_it:1.84,70.82,1-0,Fallido,,,
Albacete vs Málaga,2025-12-14 10:15:00,La Liga 2,Goles (Over/Under),Over 2.5,2.02,pinnacle,3,0.9663,0.05,1.81,3.56,1.97,pinnacle:2.02; betsson:1.95; codere_it:1.94,70.13,1-3,Acertado,,,
Charleroi vs Union Saint-Gilloise,2025-12-14 12:30:00,Belgium First Div,Goles (Over/Under),Over 2.5,2.04,pinnacle,2,0.4392,0.01,0.49,3.37,2.03,pinnacle:2.04; betsson:2.02,69.52,1-1,Fallido,,,
Alavés vs Real Madrid,2025-12-14 15:00:00,La Liga,Doble Chance,X2,1.17,marathonbet,4,0.2348,0.0075,0.37,3.28,1.1625,marathonbet:1.17; pinnacle:1.16; codere_it:1.16; betsson:1.16,69.27,1-2,Acertado,,,
Falkirk F.C. vs Hearts,2025-12-13 15:00:00,Premiership,Doble Chance,X2,1.23,pinnacle,4,0.9315,0.025,1.71,3.65,1.205,pinnacle:1.23; betsson:1.22; marathonbet:1.19; codere_it:1.18,68.37,0-2,Acertado,,,
Gazişehir Gaziantep vs Goztepe,2025-12-14 06:30:00,Super League,Goles (Over/Under),Over 2.5,1.96,pinnacle,3,0.8343,0.0333,1.49,3.38,1.9267,pinnacle:1.96; betsson:1.93; codere_it:1.89,67.66,0-1,Fallido,,,
Deportivo La Coruña vs Real Sociedad B,2025-12-13 15:00:00,La Liga 2,Doble Chance,X2,2.74,pinnacle,4,0.9945,0.175,4.39,3.61,2.565,pinnacle:2.74; marathonbet:2.58; betsson:2.5; codere_it:2.44,66.75,0-3,Acertado,,,
Aberdeen vs Kilmarnock,2025-12-14 10:00:00,Premiership,Goles (Over/Under),Over 2.5,1.98,pinnacle,3,0.8947,0.0633,2.77,3.42,1.9167,pinnacle:1.98; betsson:1.92; codere_it:1.85,66.3,2-1,Acertado,,,
Zaragoza vs Cádiz CF,2025-12-13 15:00:00,La Liga 2,Doble Chance,X2,1.73,pinnacle,3,0.9003,0.0567,2.41,3.41,1.6733,pinnacle:1.73; marathonbet:1.65; betsson:1.64,66.12,1-2,Acertado,,,
FC Schalke 04 vs 1. FC Nürnberg,2025-12-14 07:30:00,Bundesliga 2,Goles (Over/Under),Over 2.5,1.93,pinnacle,3,0.9091,0.08,3.09,3.63,1.85,pinnacle:1.93; betsson:1.82; codere_it:1.8,66.02,1-0,Fallido,,,
Samsunspor vs Basaksehir,2025-12-14 12:00:00,Super League,Goles (Over/Under),Over 2.5,1.88,pinnacle,3,0.8401,0.05,2.23,3.44,1.83,pinnacle:1.88; betsson:1.83; codere_it:1.78,65.5,0-2,Fallido,,,
Deportivo La Coruña vs Real Sociedad B,2025-12-13 15:00:00,La Liga 2,Goles (Over/Under),Under 2.5,2.01,pinnacle,3,1.2925,0.0767,2.81,2.94,1.9333,pinnacle:2.01; betsson:1.9; codere_it:1.89,65.34,0-3,Fallido,,,
Getafe vs Espanyol,2025-12-13 15:00:00,La Liga,Doble Chance,X2,1.52,pinnacle,4,0.4539,0.01,0.66,2.71,1.51,pinnacle:1.52; marathonbet:1.52; codere_it:1.5; betsson:1.5,65.25,0-1,Acertado,,,
Jahn Regensburg vs Waldhof Mannheim,2025-12-14 10:30:00,3. Liga,Goles (Over/Under),Over 2.5,1.58,betsson,2,0.036,0.005,0.32,8.34,1.575,betsson:1.58; codere_it:1.57,64.73,3-0,Acertado,,,
Falkirk F.C. vs Hearts,2025-12-13 15:00:00,Premiership,Goles (Over/Under),Over 2.5,1.9,pinnacle,3,0.7986,0.0667,2.72,2.88,1.8333,pinnacle:1.9; codere_it:1.82; betsson:1.78,64.58,0-2,Fallido,,,
West Ham United vs Aston Villa,2025-12-14 09:00:00,EPL,Goles (Over/Under),Over 2.5,1.89,pinnacle,3,0.8291,0.0467,3.2,3.16,1.8433,pinnacle:1.89; betsson:1.88; codere_it:1.76,64.33,2-3,Acertado,,,
Racing Club vs Estudiantes,2025-12-13 19:00:00,Primera División,Doble Chance,X2,1.4,pinnacle,3,0.5888,0.0133,0.9,3.21,1.3867,pinnacle:1.4; betsson:1.39; marathonbet:1.37,64.11,1-1,Acertado,,,
Raków Częstochowa vs Zagłębie Lubin,2025-12-14 08:45:00,Ekstraklasa,Goles (Over/Under),Over 2.5,2.01,pinnacle,3,0.8163,0.0767,2.81,3.81,1.9333,pinnacle:2.01; betsson:1.9; codere_it:1.89,63.3,0-1,Fallido,,,
Genoa vs Inter Milan,2025-12-14 12:00:00,Serie A,Doble Chance,X2,1.14,pinnacle,4,0.0815,0.0025,0.38,3.68,1.1375,pinnacle:1.14; betsson:1.14; marathonbet:1.14; codere_it:1.13,63.3,1-2,Acertado,,,
Auxerre vs Lille,2025-12-14 11:15:00,Ligue 1,Goles (Over/Under),Over 2.5,1.96,pinnacle,3,0.6113,0.0333,1.29,2.83,1.9267,pinnacle:1.96; codere_it:1.92; betsson:1.9,63.16,3-4,Acertado,,,
Jahn Regensburg vs Waldhof Mannheim,2025-12-14 10:30:00,3. Liga,Goles (Over/Under),Under 2.5,2.22,betsson,2,0.036,0.005,0.23,8.34,2.215,betsson:2.22; codere_it:2.21,63.16,3-0,Fallido,,,
Falkirk F.C. vs Hearts,2025-12-13 15:00:00,Premiership,Goles (Over/Under),Under 2.5,1.99,pinnacle,3,0.7986,0.0133,0.63,2.88,1.9767,pinnacle:1.99; betsson:1.98; codere_it:1.96,62.98,0-2,Acertado,,,
Charleroi vs Union Saint-Gilloise,2025-12-14 12:30:00,Belgium First Div,Doble Chance,X2,1.22,pinnacle,3,0.464,0.01,0.67,4.03,1.21,pinnacle:1.22; betsson:1.21; marathonbet:1.2,62.91,1-1,Acertado,,,
Strasbourg vs Lorient,2025-12-14 11:15:00,Ligue 1,Goles (Over/Under),Under 2.5,2.05,pinnacle,3,1.1519,0.0567,2.1,2.83,1.9933,pinnacle:2.05; betsson:1.98; codere_it:1.95,62.59,0-0,Acertado,,,
Nottingham Forest vs Tottenham Hotspur,2025-12-14 09:00:00,EPL,Doble Chance,X2,1.55,pinnacle,4,0.1916,0.01,0.46,3.34,1.54,pinnacle:1.55; marathonbet:1.54; betsson:1.54; codere_it:1.53,62.58,3-0,Fallido,,,
Brentford vs Leeds United,2025-12-14 11:30:00,EPL,Goles (Over/Under),Over 2.5,1.92,pinnacle,3,0.4437,0.02,0.86,2.84,1.9,pinnacle:1.92; codere_it:1.9; betsson:1.88,61.98,1-1,Fallido,,,
Albacete vs Málaga,2025-12-14 10:15:00,La Liga 2,Doble Chance,X2,1.88,pinnacle,4,0.8354,0.095,3.46,4.07,1.785,pinnacle:1.88; marathonbet:1.79; betsson:1.76; codere_it:1.71,61.97,1-3,Acertado,,,
Almería vs Burgos CF,2025-12-14 12:30:00,La Liga 2,Doble Chance,X2,2.1,pinnacle,4,0.8129,0.09,3.34,4.17,2.01,pinnacle:2.1; marathonbet:2.04; betsson:1.98; codere_it:1.92,61.28,1-2,Acertado,,,
Fatih Karagümrük vs Kocaelispor,2025-12-14 09:00:00,Super League,Doble Chance,X2,1.34,betsson,4,-0.074,0.0025,0.32,6.35,1.3375,betsson:1.34; pinnacle:1.34; codere_it:1.34; marathonbet:1.33,61.28,1-1,Acertado,,,
West Ham United vs Aston Villa,2025-12-14 09:00:00,EPL,Doble Chance,X2,1.31,marathonbet,4,0.2437,0.01,0.54,3.2,1.3,marathonbet:1.31; pinnacle:1.3; codere_it:1.3; betsson:1.29,61.18,2-3,Acertado,,,
Legia Warszawa vs Piast Gliwice,2025-12-14 14:15:00,Ekstraklasa,Doble Chance,X2,1.82,pinnacle,4,0.7574,0.0575,2.14,4.41,1.7625,pinnacle:1.82; marathonbet:1.77; betsson:1.74; codere_it:1.72,61.03,0-1,Acertado,,,
FC Zwolle vs Fortuna Sittard,2025-12-13 15:00:00,Eredivisie,Doble Chance,X2,1.56,pinnacle,4,0.6557,0.035,1.64,3.34,1.525,pinnacle:1.56; betsson:1.53; codere_it:1.52; marathonbet:1.49,60.86,1-0,Fallido,,,
FC Blau-Weiß Linz vs Rapid Wien,2025-12-14 08:30:00,Austrian Bundesliga,Goles (Over/Under),Over 2.5,2.03,pinnacle,3,0.6024,0.04,1.48,3.32,1.99,pinnacle:2.03; betsson:1.98; codere_it:1.96,60.85,1-1,Fallido,,,
Motor Lublin vs Jagiellonia Białystok,2025-12-14 11:30:00,Ekstraklasa,Doble Chance,X2,1.54,pinnacle,4,0.7687,0.0575,2.45,4.54,1.4825,pinnacle:1.54; marathonbet:1.48; betsson:1.47; codere_it:1.44,60.65,1-1,Acertado,,,
Nottingham Forest vs Tottenham Hotspur,2025-12-14 09:00:00,EPL,Goles (Over/Under),Under 2.5,1.85,pinnacle,3,1.0848,0.0533,2.15,2.83,1.7967,pinnacle:1.85; betsson:1.78; codere_it:1.76,60.46,3-0,Fallido,,,
Bologna vs Juventus,2025-12-14 14:45:00,Serie A,Doble Chance,X2,1.44,marathonbet,4,0.2593,0.0125,0.58,3.24,1.4275,marathonbet:1.44; pinnacle:1.43; codere_it:1.42; betsson:1.42,60.29,0-1,Acertado,,,
SC Freiburg vs Borussia Dortmund,2025-12-14 09:30:00,Bundesliga,Doble Chance,X2,1.36,pinnacle,4,0.2909,0.0075,0.61,3.3,1.3525,pinnacle:1.36; marathonbet:1.36; betsson:1.35; codere_it:1.34,60.28,1-1,Acertado,,,
Fatih Karagümrük vs Kocaelispor,2025-12-14 09:00:00,Super League,Goles (Over/Under),Over 2.5,2.07,betsson,2,0.2,0.01,0.49,6.45,2.06,betsson:2.07; codere_it:2.05,59.51,1-1,Fallido,,,
Sunderland vs Newcastle United,2025-12-14 09:00:00,EPL,Goles (Over/Under),Over 2.5,2.05,pinnacle,3,0.3675,0.0133,0.93,2.83,2.0367,pinnacle:2.05; betsson:2.05; codere_it:2.01,58.84,1-0,Fallido,,,
FC Schalke 04 vs 1. FC Nürnberg,2025-12-14 07:30:00,Bundesliga 2,Doble Chance,X2,2.09,pinnacle,4,0.6496,0.0575,1.95,3.91,2.0325,pinnacle:2.09; marathonbet:2.04; codere_it:2.02; betsson:1.98,58.83,1-0,Fallido,,,
Pescara vs Frosinone,2025-12-14 11:15:00,Serie B,Doble Chance,X2,1.26,pinnacle,4,0.5659,0.02,1.28,4.17,1.24,pinnacle:1.26; codere_it:1.25; marathonbet:1.23; betsson:1.22,58.69,1-2,Acertado,,,
Raków Częstochowa vs Zagłębie Lubin,2025-12-14 08:45:00,Ekstraklasa,Doble Chance,X2,2.27,pinnacle,4,0.5172,0.025,1.02,4.93,2.245,pinnacle:2.27; betsson:2.26; marathonbet:2.24; codere_it:2.21,58.48,0-1,Acertado,,,
Moreirense FC vs Benfica,2025-12-14 13:00:00,Primeira Liga,Doble Chance,X2,1.07,pinnacle,3,0.3982,0.01,0.77,4.57,1.06,pinnacle:1.07; marathonbet:1.06; betsson:1.05,58.41,0-4,Acertado,,,
Famalicão vs Estoril,2025-12-14 10:30:00,Primeira Liga,Goles (Over/Under),Over 2.5,1.87,pinnacle,2,0.5086,0.025,1.36,3.48,1.845,pinnacle:1.87; betsson:1.82,58.36,4-0,Acertado,,,
FC Lugano vs Servette,2025-12-14 10:30:00,Swiss Superleague,Doble Chance,X2,1.7,pinnacle,4,0.625,0.04,1.86,3.92,1.66,pinnacle:1.7; codere_it:1.68; marathonbet:1.63; betsson:1.63,58.33,4-2,Fallido,,,
Austria Wien vs Sturm Graz,2025-12-14 11:00:00,Austrian Bundesliga,Goles (Over/Under),Over 2.5,1.93,pinnacle,3,0.562,0.0433,1.75,3.63,1.8867,pinnacle:1.93; betsson:1.88; codere_it:1.85,58.08,3-1,Acertado,,,
Lyon vs Le Havre,2025-12-14 09:00:00,Ligue 1,Goles (Over/Under),Under 2.5,1.93,pinnacle,3,1.0194,0.0433,2.22,3.1,1.8867,pinnacle:1.93; betsson:1.9; codere_it:1.83,57.74,1-0,Acertado,,,
AC Milan vs Sassuolo,2025-12-14 06:30:00,Serie A,Goles (Over/Under),Over 2.5,1.9,pinnacle,3,0.4076,0.0267,1.1,3.14,1.8733,pinnacle:1.9; codere_it:1.87; betsson:1.85,57.69,2-2,Acertado,,,
Celta Vigo vs Athletic Bilbao,2025-12-14 10:15:00,La Liga,Doble Chance,X2,1.48,marathonbet,4,0.3583,0.0175,0.89,3.07,1.4625,marathonbet:1.48; pinnacle:1.47; codere_it:1.45; betsson:1.45,57.6,2-0,Fallido,,,
NAC Breda vs FC Utrecht,2025-12-14 10:45:00,Eredivisie,Doble Chance,X2,1.48,pinnacle,4,0.4425,0.0225,1.01,3.91,1.4575,pinnacle:1.48; betsson:1.46; codere_it:1.45; marathonbet:1.44,57.39,1-1,Acertado,,,
RB Salzburg vs Wolfsberger AC,2025-12-14 08:30:00,Austrian Bundesliga,Doble Chance,X2,2.06,pinnacle,3,0.7045,0.0967,3.95,4.4,1.9633,pinnacle:2.06; betsson:1.96; codere_it:1.87,57.31,2-1,Fallido,,,
Aberdeen vs Kilmarnock,2025-12-14 10:00:00,Premiership,Doble Chance,X2,2.01,pinnacle,4,0.642,0.065,2.45,4.33,1.945,pinnacle:2.01; marathonbet:1.97; betsson:1.91; codere_it:1.89,57.06,2-1,Fallido,,,
Samsunspor vs Basaksehir,2025-12-14 12:00:00,Super League,Doble Chance,X2,1.71,pinnacle,4,0.5393,0.035,1.55,3.82,1.675,pinnacle:1.71; codere_it:1.69; betsson:1.65; marathonbet:1.65,56.97,0-2,Acertado,,,
Paris FC vs Toulouse,2025-12-13 15:05:00,Ligue 1,Doble Chance,X2,1.49,marathonbet,4,0.2573,0.0125,0.74,3.07,1.4775,marathonbet:1.49; pinnacle:1.48; betsson:1.48; codere_it:1.46,56.85,0-3,Acertado,,,
FC Blau-Weiß Linz vs Rapid Wien,2025-12-14 08:30:00,Austrian Bundesliga,Doble Chance,X2,1.34,pinnacle,3,0.4821,0.02,1.24,3.9,1.32,pinnacle:1.34; codere_it:1.32; betsson:1.3,56.76,1-1,Acertado,,,
Moreirense FC vs Benfica,2025-12-14 13:00:00,Primeira Liga,Goles (Over/Under),Over 2.5,1.84,pinnacle,2,0.4926,0.03,1.66,3.37,1.81,pinnacle:1.84; betsson:1.78,56.74,0-4,Acertado,,,
AD Ceuta FC vs Las Palmas,2025-12-14 15:00:00,La Liga 2,Doble Chance,X2,1.38,pinnacle,4,0.6184,0.045,2.22,4.77,1.335,pinnacle:1.38; marathonbet:1.34; betsson:1.32; codere_it:1.3,56.35,1-1,Acertado,,,
FC Schalke 04 vs 1. FC Nürnberg,2025-12-14 07:30:00,Bundesliga 2,Goles (Over/Under),Under 2.5,1.93,pinnacle,3,0.9091,0.0367,1.39,3.63,1.8933,pinnacle:1.93; betsson:1.88; codere_it:1.87,56.18,1-0,Acertado,,,
NAC Breda vs FC Utrecht,2025-12-14 10:45:00,Eredivisie,Goles (Over/Under),Over 2.5,1.9,pinnacle,3,0.5398,0.05,2.46,3.39,1.85,pinnacle:1.9; betsson:1.86; codere_it:1.79,56.16,1-1,Fallido,,,
SV Darmstadt 98 vs SC Preußen Münster,2025-12-14 07:30:00,Bundesliga 2,Doble Chance,X2,2.24,pinnacle,4,0.5843,0.0625,2.11,4.21,2.1775,pinnacle:2.24; codere_it:2.18; marathonbet:2.18; betsson:2.11,56.12,1-0,Fallido,,,
Gent vs Royal Antwerp,2025-12-14 07:30:00,Belgium First Div,Doble Chance,X2,1.7,pinnacle,3,0.5037,0.0333,1.5,4.01,1.6667,pinnacle:1.7; betsson:1.66; marathonbet:1.64,55.87,0-2,Acertado,,,
Genoa vs Inter Milan,2025-12-14 12:00:00,Serie A,Goles (Over/Under),Over 2.5,2.04,pinnacle,3,0.456,0.04,1.87,3.07,2.0,pinnacle:2.04; codere_it:2.01; betsson:1.95,55.54,1-2,Acertado,,,
RC Lens vs Nice,2025-12-14 11:15:00,Ligue 1,Goles (Over/Under),Under 3.5,1.65,betsson,2,-0.1713,0.005,0.3,6.48,1.645,betsson:1.65; codere_it:1.64,55.28,2-0,Acertado,,,
Gent vs Royal Antwerp,2025-12-14 07:30:00,Belgium First Div,Goles (Over/Under),Over 2.5,1.88,pinnacle,2,0.4012,0.025,1.35,3.44,1.855,pinnacle:1.88; betsson:1.83,55.26,0-2,Fallido,,,
Almería vs Burgos CF,2025-12-14 12:30:00,La Liga 2,Goles (Over/Under),Over 2.5,2.15,betsson,2,0.0498,0.01,0.47,8.24,2.14,betsson:2.15; codere_it:2.13,55.2,1-2,Acertado,,,
Lyon vs Le Havre,2025-12-14 09:00:00,Ligue 1,Doble Chance,X2,2.39,marathonbet,4,0.393,0.035,1.29,3.13,2.355,marathonbet:2.39; pinnacle:2.38; codere_it:2.33; betsson:2.32,55.03,1-0,Fallido,,,
Trabzonspor vs Besiktas JK,2025-12-14 12:00:00,Super League,Goles (Over/Under),Over 2.5,1.63,betsson,2,0.1925,0.01,0.62,6.39,1.62,betsson:1.63; codere_it:1.61,55.03,3-3,Acertado,,,
Sevilla vs Oviedo,2025-12-14 08:00:00,La Liga,Goles (Over/Under),Over 2.5,2.27,codere_it,2,0.3613,0.025,1.11,3.93,2.245,codere_it:2.27; betsson:2.22,54.94,4-0,Acertado,,,
Famalicão vs Estoril,2025-12-14 10:30:00,Primeira Liga,Doble Chance,X2,2.05,pinnacle,3,0.5083,0.05,1.78,4.23,2.0,pinnacle:2.05; betsson:1.98; marathonbet:1.97,54.7,4-0,Fallido,,,
Aberdeen vs Kilmarnock,2025-12-14 10:00:00,Premiership,Goles (Over/Under),Under 2.5,1.89,pinnacle,3,0.8947,0.0467,1.79,3.42,1.8433,pinnacle:1.89; codere_it:1.82; betsson:1.82,54.48,2-1,Fallido,,,
Albacete vs Málaga,2025-12-14 10:15:00,La Liga 2,Goles (Over/Under),Under 2.5,1.85,pinnacle,3,0.9663,0.07,2.79,3.56,1.78,pinnacle:1.85; betsson:1.75; codere_it:1.74,54.39,1-3,Fallido,,,
SC Freiburg vs Borussia Dortmund,2025-12-14 09:30:00,Bundesliga,Goles (Over/Under),Over 2.5,1.78,betsson,2,0.2887,0.015,0.85,5.68,1.765,betsson:1.78; codere_it:1.75,53.95,1-1,Fallido,,,
Austria Wien vs Sturm Graz,2025-12-14 11:00:00,Austrian Bundesliga,Doble Chance,X2,1.61,pinnacle,3,0.4578,0.0367,1.67,3.91,1.5733,pinnacle:1.61; betsson:1.56; codere_it:1.55,53.94,3-1,Fallido,,,
Elversberg vs Fortuna Düsseldorf,2025-12-14 07:30:00,Bundesliga 2,Doble Chance,X2,2.56,pinnacle,4,0.5443,0.1075,2.9,4.06,2.4525,pinnacle:2.56; codere_it:2.45; marathonbet:2.44; betsson:2.36,53.8,1-0,Fallido,,,
Udinese vs Napoli,2025-12-14 09:00:00,Serie A,Doble Chance,X2,1.22,pinnacle,4,0.279,0.015,0.93,3.62,1.205,pinnacle:1.22; marathonbet:1.21; betsson:1.2; codere_it:1.19,53.75,1-0,Fallido,,,
Trabzonspor vs Besiktas JK,2025-12-14 12:00:00,Super League,Doble Chance,X2,1.57,pinnacle,4,0.455,0.0425,1.69,4.0,1.5275,pinnacle:1.57; betsson:1.52; codere_it:1.52; marathonbet:1.5,53.67,3-3,Acertado,,,
Boulogne vs Troyes,2025-12-15 14:45:00,Ligue 2,Goles (Over/Under),Over 2.5,2.12,betsson,2,0.0034,0.01,0.47,8.9,2.11,betsson:2.12; codere_it:2.1,53.63,1-2,Acertado,Descanso,ESPN,2025-12-15T20:48:07+00:00
Schweinfurt vs TSV Havelse,2025-12-14 13:30:00,3. Liga,Doble Chance,X2,1.6,pinnacle,3,0.4834,0.0267,1.59,5.42,1.5733,pinnacle:1.6; betsson:1.58; codere_it:1.54,53.58,2-3,Acertado,,,
Crystal Palace vs Manchester City,2025-12-14 09:00:00,EPL,Doble Chance,X2,1.28,pinnacle,4,0.1102,0.0075,0.65,3.54,1.2725,pinnacle:1.28; betsson:1.28; marathonbet:1.27; codere_it:1.26,53.44,0-3,Acertado,,,
West Ham United vs Aston Villa,2025-12-14 09:00:00,EPL,Goles (Over/Under),Under 2.5,1.99,pinnacle,3,0.8291,0.0467,1.7,3.16,1.9433,pinnacle:1.99; codere_it:1.92; betsson:1.92,53.28,2-3,Fallido,,,
Ajax vs Feyenoord,2025-12-14 08:30:00,Eredivisie,Doble Chance,X2,1.42,pinnacle,4,0.4419,0.0325,1.72,3.96,1.3875,pinnacle:1.42; betsson:1.4; codere_it:1.37; marathonbet:1.36,53.22,2-0,Fallido,,,
AS Roma vs Como,2025-12-15 14:45:00,Serie A,Goles (Over/Under),Over 2.5,2.24,codere_it,2,0.3517,0.03,1.36,3.81,2.21,codere_it:2.24; betsson:2.18,53.15,1-0,Fallido,Descanso,ESPN,2025-12-15T20:48:07+00:00
Raków Częstochowa vs Zagłębie Lubin,2025-12-14 08:45:00,Ekstraklasa,Goles (Over/Under),Under 2.5,1.85,pinnacle,3,0.8163,0.0367,1.45,3.81,1.8133,pinnacle:1.85; betsson:1.8; codere_it:1.79,52.83,0-1,Acertado,,,
FC Basel vs FC Lausanne-Sport,2025-12-14 10:30:00,Swiss Superleague,Doble Chance,X2,2.22,pinnacle,4,0.4496,0.0475,1.82,4.27,2.1725,pinnacle:2.22; codere_it:2.2; marathonbet:2.15; betsson:2.12,52.77,0-0,Acertado,,,
Strasbourg vs Lorient,2025-12-14 11:15:00,Ligue 1,Doble Chance,X2,2.18,marathonbet,4,0.3758,0.05,1.72,3.06,2.13,marathonbet:2.18; pinnacle:2.15; codere_it:2.1; betsson:2.09,52.72,0-0,Acertado,,,
AS Roma vs Como,2025-12-15 14:45:00,Serie A,Doble Chance,X2,1.76,pinnacle,4,0.1977,0.0225,0.85,3.44,1.7375,pinnacle:1.76; codere_it:1.74; marathonbet:1.73; betsson:1.72,52.61,1-0,Fallido,Descanso,ESPN,2025-12-15T20:48:07+00:00
CD Castellón vs CD Mirandés,2025-12-15 14:30:00,La Liga 2,Goles (Over/Under),Over 2.5,1.68,betsson,2,0.1092,0.01,0.6,7.6,1.67,betsson:1.68; codere_it:1.66,52.57,3-1,Acertado,En juego,ESPN / LiveScore,2025-12-15T20:48:07+00:00
